rotten_tomatoes_link,directors
m/a_bird_of_the_air,Margaret Whitton
m/a_birders_guide_to_everything_2013,Rob Meyer
m/a_bottle_in_the_gaza_sea,Thierry Binisti
m/a_boy_called_po,John Asher
m/a_boy_called_sailboat,Cameron Nugent
m/a_bread_factory_part_one_for_the_sake_of_gold,Patrick Wang
m/a_bread_factory_part_two_walk_with_me_a_while,Patrick Wang
m/a_breath_away,Daniel Roby
m/a_brighter_summer_day_1991,Edward Yang
m/a_brilliant_young_mind,Morgan Matthews
m/a_brony_tale,Brent Hodge
m/a_brothers_kiss,Seth Zvi Rosenfeld
m/a_burning_hot_summer,Philippe Garrel
m/a_canterbury_tale_1949,Michael Powell
m/a_case_of_you,Kat Coiro
m/a_cat_in_paris,Alain Gagnol
m/a_christmas_prince,Alex Zamm
m/a_christmas_prince_the_royal_baby,John Schultz
m/a_christmas_prince_the_royal_wedding,John Schultz
m/a_ciambra,Jonas Carpignano
m/a_clear_shot,Nick Leisure
m/a_coffee_in_berlin,Jan Ole Gerster
m/a_conspiracy_of_faith_2016,Hans Petter Moland
m/a_cop,Jean-Pierre Melville
m/a_country_called_home,Anna Axster
m/a_crooked_somebody,Trevor White
m/a_cure_for_wellness,Gore Verbinski
m/a_dangerous_method,David Cronenberg
m/a_dark_song,Liam Gavin
m/a_dark_truth,Damian Lee
m/a_date_with_judy,Richard Thorpe
m/a_deriva,Heitor Dhalia
m/a_distant_trumpet_1964,Raoul Walsh
m/a_dogs_journey,Gail Mancuso
m/a_dogs_purpose,Lasse Hallstrom
m/a_dogs_way_home,Charles Martin Smith
m/a_fantastic_fear_of_everything,Crispian Mills
m/a_fantastic_woman,Sebastián Lelio
m/a_farewell_to_fools,Bogdan Dreyer
m/a_few_best_men,Stephan Elliott
m/a_field_in_england,Ben Wheatley
m/a_fierce_green_fire,Mark Kitchell
m/a_five_star_life,Maria Sole Tognazzi
m/a_fond_kiss,Ken Loach
m/a_fortunate_man,Bille August
m/a_four_letter_word,Casper Andreas
m/a_futile_and_stupid_gesture,David Wain
m/a_ghost_story,David Lowery
m/a_girl_and_a_gun_2012,Cathryne Czubek
m/a_girl_walks_home_alone_at_night,Ana Lily Amirpour
m/a_glimpse_inside_the_mind_of_charles_swan_iii,Roman Coppola
m/a_good_day_to_die_hard,John Moore (VIII)
m/a_good_woman_is_hard_to_find,Abner Pastoll
m/a_gray_state,Erik Nelson
m/a_great_wall,Peter Wang
m/a_guide_to_recognizing_your_saints,Dito Montiel
m/a_guy_thing,Chris Koch
m/a_hard_day,Kim Seong-hun
m/a_haunted_house,Michael Tiddes
m/a_haunted_house_2,Michael Tiddes
m/a_hijacking,Tobias Lindholm
m/a_hologram_for_the_king,Tom Tykwer
m/a_horrible_way_to_die,Adam Wingard
m/a_jihad_for_love,Parvez Sharma
m/a_kid_like_jake,Silas Howard
m/a_kind_of_murder,Andy Goddard
m/a_la_mala,Pitipol Ybarra
m/a_late_quartet,Yaron Zilberman
m/a_league_of_ordinary_gentlemen,Chris Browne
m/a_letter_to_momo,Hiroyuki Okiura
m/a_liars_autobiography_the_untrue_story_of_monty_pythons_graham_chapman,Bill Jones
m/a_little_bit_of_heaven_2011,Nicole Kassell
m/a_little_chaos,Alan Rickman
m/a_little_trip_to_heaven,Baltasar Kormákur
m/a_lonely_place_to_die_2011,Julian Gilbey
m/a_long_way_down,Pascal Chaumeil
m/a_long_way_from_home,Virginia Gilbert
m/a_man_and_a_woman,Claude Lelouch
m/a_man_called_ove,Hannes Holm
m/a_man_escaped,Robert Bresson
m/a_man_named_pearl,Brent Pierson
m/a_mans_story_2011,Varon Bonicos
m/a_marine_story,Ned Farr
m/a_master_builder,Jonathan Demme
m/a_merry_friggin_christmas,Tristram Shapeero
m/a_midsummer_nights_dream_2014,Julie Taymor
m/a_million_little_pieces,Sam Taylor-Johnson
m/a_million_ways_to_die_in_the_west,Seth MacFarlane
m/a_monster_calls,J.A. Bayona
m/a_monster_in_paris,Bibo Bergeron
m/a_month_of_sundays_2015,Matthew Saville
m/a_most_violent_year,J.C. Chandor
m/a_most_wanted_man,Anton Corbijn
m/a_murder_in_the_park,Brandon Kimber
m/a_nagy_fuzet_2013,János Szász
m/a_nice_girl_like_you,Nick Riedell
m/a_night_in_old_mexico,Emilio Aragón
m/a_nightmare_on_elm_street_2_freddys_revenge,Jack Sholder
m/a_nightmare_on_elm_street_3_dream_warriors,Chuck Russell
m/a_nightmare_on_elm_street_4_the_dream_master,Renny Harlin
m/a_nightmare_on_elm_street_5_the_dream_child,Stephen Hopkins
m/a_novel_romance,Allie Dvorin
m/a_patch_of_blue_1965,Guy Green
m/a_patient_man,Kevin Ward
m/a_perfect_day,Fernando León de Aranoa
m/a_perfect_getaway,David Twohy
m/a_perfect_man,Kees Van Oostrum
m/a_place_at_the_table_2013,Kristi Jacobson
m/a_plumm_summer,Caroline Zelder
m/a_poem_is_a_naked_person,Les Blank
m/a_prayer_before_dawn,Jean-Stéphane Sauvaire
m/a_prayer_for_the_dying,Mike Hodges
m/a_private_function,Malcolm Mowbray
m/a_private_war,Matthew Heineman
m/a_promise_2013,Patrice Leconte
m/a_question_of_faith_2017,Kevan Otto
m/a_quiet_passion,Terence Davies
m/a_quiet_place_2018,John Krasinski
m/a_reindeers_journey,Guillaume Maidatchevsky
m/a_room_with_a_view_1985,James Ivory
m/a_royal_night_out,Julian Jarrold
m/a_score_to_settle,Shawn Ku
m/a_screaming_man,Mahamat-Saleh Haroun
m/a_secret_love,Chris Bolan
m/a_separation_2011,Asghar Farhadi
m/a_serious_man,Roger Deakins
m/a_shaun_the_sheep_movie_farmageddon,Richard Starzak
m/a_short_history_of_decay,Michael Maren
m/a_simple_favor,Paul Feig
m/a_simple_life_2011,Ann Hui
m/a_simple_wedding,Sara Zandieh
m/a_single_girl_2000,Benoît Jacquot
m/a_single_shot,David M. Rosenthal
m/a_sinner_in_mecca,Parvez Sharma
m/a_skin_so_soft,Denis Côté
m/a_slipping_down_life,Toni Kalem
m/a_smile_like_yours,Keith Samples
m/a_song_for_martin,Bille August
m/a_space_program,Van Neistat
m/a_star_is_born_2018,Bradley Cooper
m/a_street_cat_named_bob,Roger Spottiswoode
m/a_suitable_girl,Smriti Mundhra
m/a_summer_in_genoa,Michael Winterbottom
m/a_sun_2019,Chung Mong-hong
m/a_tale_of_love_and_darkness,Natalie Portman
m/a_tale_of_two_sisters,Kim Jee-woon
m/a_teacher_2013,Hannah Fidell
m/a_team,Joe Carnahan
m/a_thousand_kisses_deep,Dana Lustig
m/a_thousand_words,Brian Robbins
m/a_thousand_years_of_good_prayers,Wayne Wang
m/a_thread_of_deceit_the_hart_family_tragedy,
m/a_touch_of_sin,Zhangke Jia
m/a_town_called_panic,Stéphane Aubier
m/a_tuba_to_cuba,Danny Clinch
m/a_turtles_tale_sammys_adventures,Ben Stassen
m/a_united_kingdom,Amma Asante
m/a_very_british_gangster_2008,Donal MacIntyre
m/a_very_long_engagement_2004,Jean-Pierre Jeunet
m/a_very_sordid_wedding,Del Shores
m/a_vigilante,Sarah Daggar-Nickson
m/a_violent_man,Matthew Berkowitz (III)
m/a_violent_separation,Michael Goetz
m/a_wake_in_providence,Rosario Roveto Jr.
m/a_walk_among_the_tombstones,Scott Frank
m/a_walk_in_the_woods_2015,Ken Kwapis
m/a_walk_into_the_sea_danny_williams_and_the_warhol_factory,Esther Robinson
m/a_war,Tobias Lindholm
m/a_warriors_heart,Mike Sears
m/a_whale_of_a_tale_2018,Megumi Sasaki
m/a_whisper_to_a_roar_2012,Ben Moses
m/a_white_white_day,Hlynur Pálmason
m/a_will_for_the_woods,Amy Browne
m/a_wizards_tale,Andrés Couturier
m/a_wolf_at_the_door,Fernando Coimbra
m/a_woman_a_gun_and_a_noodle_shop,Zhang Yimou
m/a_woman_is_a_woman,Jean-Luc Godard
m/a_woman_of_paris_a_drama_of_fate,Charles Chaplin
m/a_wrinkle_in_time_2018,Ava DuVernay
m/aarakshan,Prakash Jha
m/aardvark_2018,Brian Shoaf
m/ab_normal_beauty,Oxide Chun Pang
m/abandon,Stephen Gaghan
m/abandoned,Nacho Cerdà
m/abattoir,Darren Lynn Bousman
m/abbott_and_costello,Charles Barton
m/abbott_and_costello_meet_dr_jekyll_and_mr_hyde,Charles Lamont
m/abbott_and_costello_meet_the_mummy,Charles Lamont
m/abcs_of_death_2,Ahron Keshales
m/abduction_2011,John Singleton
m/abe_2020,Fernando Grostein Andrade
m/abe_and_phils_last_poker_game,Howard Weiner
m/abe_lincoln_in_illinois,John Cromwell
m/abel,Diego Luna
m/aberdeen,Hans Petter Moland
m/abominable,Jill Culton
m/about_a_boy,Chris Weitz
m/about_adam,Gerard Stembridge
m/about_alex,Jesse Zwick
m/about_cherry,Stephen Elliott
m/about_elly,Asghar Farhadi
m/about_last_night,Edward Zwick
m/about_last_night_2014,Steve Pink
m/about_schmidt,Alexander Payne
m/about_scout_2016,Laurie Weltz
m/about_time,Richard Curtis
m/above_the_law,Andrew Davis
m/above_the_rim,Jeff Pollack
m/above_the_shadows,Claudia Myers
m/abraham_lincoln_vampire_hunter,Timur Bekmambetov
m/absence_2013,Jimmy Loweree
m/absence_of_malice,Sydney Pollack
m/absentia_2012,Mike Flanagan
m/absentminded_professor,Robert Stevenson
m/absolute_power,Clint Eastwood
m/absolute_wilson,Katharina Otto-Bernstein
m/absolutely_anything,Terry Jones
m/absolutely_fabulous_the_movie,Mandie Fletcher
m/absurdistan,Veit Helmer
m/abuse_of_weakness,Catherine Breillat
m/accattone,Pier Paolo Pasolini
m/acceleration,Michael Merino
m/accepted,Steve Pink
m/accident_man,Jesse V. Johnson
m/accidental_husband,Griffin Dunne
m/accidental_love,David O. Russell
m/accidental_spy,Teddy Chan
m/accidental_tourist,Lawrence Kasdan
m/accidents-happen,Andrew Lancaster
m/according_to_greta,Nancy Bardawil
m/ace_the_case_manhattan_mystery_2016,Kevin Kaufman
m/ace_ventura_pet_detective,Tom Shadyac
m/ace_ventura_when_nature_calls,Steve Oedekerk
m/aces_iron_eagle_iii,John Glen
m/acod,Stu Zicherman
m/acolytes,Jon Hewitt
m/across_110th_street,Barry Shear
m/across_the_universe,Julie Taymor
m/act_of_god,Jennifer Baichwal
m/act_of_valor,Scott Waugh
m/action_jackson,Craig R. Baxley
m/action_point,Tim Kirkby
m/action_replayy,Vipul Amrutlal Shah
m/active_measures,Jack Bryan
m/acts_of_vengeance,Isaac Florentine
m/acts_of_violence_2018,Brett Donowho
m/acts_of_worship,Rosemary Rodriguez
m/ad_astra,James Gray
m/adam_2019,Rhys Ernst
m/adam_resurrected,Paul Schrader
m/adam_sandler_100_fresh,
m/adam_sandlers_eight_crazy_nights,Seth Kearsley
m/adams_apples,Anders Thomas Jensen
m/addams_family,Barry Sonnenfeld
m/addams_family_values,Barry Sonnenfeld
m/addicted_2014,Bille Woodruff
m/addicted_to_fame,David Giancola
m/addicted_to_love,Griffin Dunne
m/addiction_incorporated,Charles Evans
m/adieu_au_langage,Jean-Luc Godard
m/adjustment_bureau,George Nolfi
m/admiral_2016,Roel Reiné
m/admission,Paul Weitz
m/adopt_a_highway,Logan Marshall-Green
m/adoration,Atom Egoyan
m/adore_2013,Anne Fontaine
m/adrift_2018,Baltasar Kormákur
m/adrift_in_manhattan,Alfredo De Villa
m/adult_beginners,Ross Katz
m/adult_world_2013,Scott Coffey
m/advanced_style_2014,Lina Plioplyte
m/adventureland,Greg Mottola
m/adventures_in_babysitting,Chris Columbus
m/adventures_in_babysitting_2015,John Schultz
m/adventures_in_public_school,Kyle Rideout
m/adventures_of_a_teenage_dragonslayer,Andrew Lauer
m/adventures_of_baron_munchausen,Terry Gilliam
m/adventures_of_elmo_in_grouchland,Gary Halvorson
m/adventures_of_huck_finn,Stephen Sommers
m/adventures_of_ichabod_and_mr_toad,James Algar
m/adventures_of_pluto_nash,Ron Underwood
m/adventures_of_power,Ari Gold
m/adventures_of_priscilla_queen_of_the_desert,Stephan Elliott
m/adventures_of_rocky_and_bullwinkle,Des McAnuff
m/adventures_of_sebastian_cole,Tod Williams
m/advise_and_consent,Otto Preminger
m/aelita_queen_of_mars,Yakov Protazanov
m/aeon_flux,Karyn Kusama
m/affair_of_the_necklace,Charles Shyer
m/affair_to_remember,Leo McCarey
m/afflicted_2013,Derek Lee
m/affliction,Paul Schrader
m/affluenza_2014,Kevin Asch
m/afghan_cycles,
m/afghan_star,Havana Marking
m/africa_screams,Charles Barton
m/african_cats,Keith Scholey
m/after_2014,Pieter Gaspersz
m/after_2019,Jenny Gage
m/after_class,Daniel Schechter
m/after_dark_my_sweet,James Foley
m/after_earth,M. Night Shyamalan
m/after_everything,Hannah Marks
m/after_fall_winter_2012,Eric Schaeffer
m/after_image,Robert Manganelli
m/after_innocence,Jessica Sanders
m/after_life_2010,Agnieszka Wojtowicz-Vosloo
m/after_louie,Vincent Gagliostro
m/after_love,Joachim Lafosse
m/after_lucia_2012,Michel Franco
m/after_midnight_2020,Jeremy Gardner
m/after_stonewall,John Scagliotti
m/after_the_ball_2014,Sean Garrity
m/after_the_dark,John Huddles
m/after_the_fall_2014,Saar Klein
m/after_the_storm_2017,Hirokazu Koreeda
m/after_the_sunset,Brett Ratner
m/after_the_thin_man,W.S. Van Dyke
m/after_the_wedding,Susanne Bier
m/after_the_wedding_2019,Bart Freundlich
m/after_tiller_2013,Lana Wilson
m/after_we_leave,Aleem Hossain
m/after_words,Juan Feldman
m/afterglow,Alan Rudolph
m/aftermath,Wladyslaw Pasikowski
m/aftermath_2014,Peter Engert
m/aftermath_2017,Elliott Lester
m/afternoon_delight_2013,Jill Soloway
m/afternoon_of_a_faun_tanaquil_le_clercq,Nancy Buirski
m/afterschool,Antonio Campos
m/aftershock_2013,Nicolás López (III)
m/aftershock_the_imax_experience,Xiaogang Feng
m/afterward,Ofra Bloch
m/against_all_odds,Taylor Hackford
m/against_the_ropes,Charles S. Dutton
m/against_the_sun,Brian Falk
m/against_the_wall,Benjamin Morgan
m/age_of_consent,Michael Powell
m/age_of_heroes,Adrian Vitoria
m/age_of_innocence,Martin Scorsese
m/age_of_kill,Neil Jones
m/age_of_summer,Bill Kiely
m/age_of_the_dragons,Ryan Little
m/agent_cody_banks,Harald Zwart
m/agent_cody_banks_2_destination_london,Kevin Allen
m/agent_vinod_2012,Sriram Raghavan
m/agnes_browne,Anjelica Huston
m/agnes_of_god,Norman Jewison
m/agony_and_the_ecstasy,Carol Reed
m/agora,Alejandro Amenábar
m/aguirre_the_wrath_of_god,Werner Herzog
m/ai_artificial_intelligence,Steven Spielberg
m/ai_weiwei_never_sorry_2012,Alison Klayman
m/ai_weiwei_the_fake_case,Andreas Johnsen
m/aidas_secrets,Alon Schwarz
m/aileen_life_and_death_of_a_serial_killer,Nick Broomfield
m/aileen_wuornos_the_selling_of_a_serial_killer,Nick Broomfield
m/aint_in_it_for_my_health_a_film_about_levon_helm,Jacob Hatley
m/aint_them_bodies_saints_2013,David Lowery
m/air-bud-golden-receiver,Richard Martin
m/air_2015,Christian Cantamessa
m/air_america,Roger Spottiswoode
m/air_bud,Charles Martin Smith
m/air_force,Howard Hawks
m/air_force_one,Wolfgang Petersen
m/air_guitar_nation,Alexandra Lipsitz
m/air_strike_2018,Xiao Feng
m/airplane,David Zucker
m/airplane_2_the_sequel,Ken Finkleman
m/airport,George Seaton
m/airport_1975,Jack Smight
m/airport_77,Jerry Jameson
m/ajami,Scandar Copti
m/aka_jane_roe,Nick Sweeney
m/aka_tommy_chong,Josh Gilbert
m/akeelah_and_the_bee,Doug Atchison
m/akira,Katsuhiro Ôtomo
m/akmareul_boattda,Kim Jee-woon
m/akron,Brian O'Donnell
m/aladdin,Guy Ritchie
m/aladdin-and-the-king-of-thieves,Tad Stones
m/alamar,Pedro González-Rubio
m/alamo,John Lee Hancock
m/alan_partridge,Declan Lowney
m/albatross_2011,Niall MacCormick
m/albert_nobbs,Rodrigo García
m/albino_alligator,Kevin Spacey
m/aleksandr-nevskiy-alexander-nevsky,D.I. Vessiliev
m/alex_and_emma,Rob Reiner
m/alex_cross,Rob Cohen
m/alex_of_venice,Chris Messina
m/alex_rider_operation_stormbreaker,Geoffrey Sax
m/alex_strangelove,Craig Johnson
m/alexander,Oliver Stone
m/alexander_and_the_terrible_horrible_no_good_very_bad_day,Miguel Arteta
m/alexander_the_last,Joe Swanberg
m/alexanders_ragtime_band,Henry King
m/alexandras-project,Rolf de Heer
m/alfie,Charles Shyer
m/algorithms_2013,Ian McDonald
m/ali,Michael Mann
m/ali-g-indahouse-the-movie,Mark Mylod
m/ali_wong_baby_cobra,Jay Karas
m/ali_wong_hard_knock_wife,Jay Karas
m/alice_2009,Nick Willing
m/alice_adams,George Stevens
m/alice_doesnt_live_here_anymore,Martin Scorsese
m/alice_in_wonderland_through_the_looking_glass,James Bobin
m/alice_neel,Andrew Neel
m/alice_sweet_alice,Alfred Sole
m/alien,Ridley Scott
m/alien-autopsy,Jonny Campbell
m/alien3,David Fincher
m/alien_abduction_2014,Matty Beckerman
m/alien_covenant,Ridley Scott
m/alien_nation,Graham Baker
m/alien_outpost,Jabbar Raisani
m/alien_raiders,Ben Rock
m/alien_resurrection,Jean-Pierre Jeunet
m/alien_trespass,R.W. Goodwin
m/alien_vs_predator,Paul W.S. Anderson
m/aliens_in_the_attic,John Schultz
m/aliens_of_the_deep,James Cameron
m/alila,Amos Gitai
m/alis_wedding,Jeffrey Walker
m/alita_battle_angel,Robert Rodriguez
m/alive_inside,Michael Rossato-Bennett
m/aliyah_2013,Elie Wajeman
m/all-in-the-poker-movie,Douglas Tirola
m/all_about_lily_chou_chou,Shunji Iwai
m/all_about_my_mother,Pedro Almodóvar
m/all_about_steve,Phil Traill
m/all_about_the_benjamins,Kevin Bray
m/all_cheerleaders_die,Chris Sivertson
m/all_day_and_a_night,Joe Robert Cole
m/all_dogs_go_to_heaven,Don Bluth
m/all_dogs_go_to_heaven_2,Larry Leker
m/all_eyez_on_me_2017,Benny Boom
m/all_fall_down,John Frankenheimer
m/all_good_things,Andrew Jarecki
m/all_i_can_say,Danny Clinch
m/all_i_see_is_you,Marc Forster
m/all_i_wanna_do,Sarah Kernochan
m/all_i_want,Jeffrey Porter
m/all_i_wish,Susan Walter
m/all_is_bright_2013,Phil Morrison
m/all_is_lost_2013,J.C. Chandor
m/all_is_true,Kenneth Branagh
m/all_is_well_2018,Eva Trobisch
m/all_mistakes_buried,Tim McCann
m/all_nighter_2017,Gavin Wiesen
m/all_over_the_guy,Julie Davis
m/all_relative_2014,J.C. Khoury
m/all_roads_lead_home,Dennis Fallon
m/all_roads_lead_to_rome_2008,Ella Lemhagen
m/all_saints,Steve Gomer
m/all_square,John Hyams
m/all_stars,Ben Gregor
m/all_summers_end,Kyle Wilamowski
m/all_that_heaven_allows,Douglas Sirk
m/all_the_bright_places,Brett Haley
m/all_the_devils_men,Matthew Hope
m/all_the_kings_men,Steven Zaillian
m/all_the_little_animals,Jeremy Thomas
m/all_the_money_in_the_world_2017,Ridley Scott
m/all_the_presidents_men,Alan J. Pakula
m/all_the_pretty_horses,Billy Bob Thornton
m/all_the_queens_men,Stefan Ruzowitzky
m/all_the_real_girls,David Gordon Green
m/all_the_right_moves,Michael Chapman
m/all_the_way_2016,Jay Roach
m/all_these_small_moments,Melissa B. Miller-Costanzo
m/all_things_must_pass_the_rise_and_fall_of_tower_records,Colin Hanks
m/all_things_to_all_men,George Isaac
m/all_this_and_heaven_too,Anatole Litvak
m/all_through_the_night,Vincent Sherman
m/all_we_had,Katie Holmes
m/allan_quatermain_and_the_lost_city_of_gold,Newt Arnold
m/alle_anderen,Maren Ade
m/allied,Robert Zemeckis
m/alls_faire_in_love,Scott Marshall
m/allure_2018,Carlos Sanchez
m/almayers_folly_2012,Chantal Akerman
m/almost_an_angel,John Cornell
m/almost_christmas_2016,David E. Talbert
m/almost_famous,Cameron Crowe
m/almost_friends,Jake Goldberger
m/almost_heroes,Christopher Guest
m/almost_human_2012,Joe Begos
m/almost_love,Mike Doyle
m/almost_perfect_2012,Bertha Bay-Sa Pan
m/aloft,Claudia Llosa
m/aloha_2015,Cameron Crowe
m/alone_2018,Hugo Stuven
m/alone_2020_2,John Hyams
m/alone_in_berlin,Vincent Perez
m/alone_in_the_dark,Uwe Boll
m/alone_with_her,Eric Nicholas
m/along_came_a_spider,Lee Tamahori
m/along_came_polly,John Hamburg
m/along_came_the_devil,Jason DeVan
m/alpha_2018,Albert Hughes
m/alpha_and_omega,Anthony Bell
m/alpha_dog,Nick Cassavetes
m/alphabet_killer,Rob Schmidt
m/alphaville,Jean-Luc Godard
m/alps,
m/alright_now,Jamie Adams
m/altered_carbon_resleeved,
m/altered_minds_2015,Michael Z. Wechsler
m/altered_states,Ken Russell
m/altina,Peter Sanders
m/alvin_and_the_chipmunks_chipwrecked_2011,Mike Mitchell
m/alvin_and_the_chipmunks_the_road_chip,Walt Becker
m/always,Steven Spielberg
m/always_be_my_maybe_2019,Nahnatchka Khan
m/always_shine,Sophia Takal
m/always_woodstock,Rita Merson
m/am_i_black_enough_for_you,Goran Olsson
m/amadeus,Milos Forman
m/amal,Richie Mehta
m/amanda_and_jack_go_glamping,Brandon Dickerson
m/amanda_knox,Rod Blackhurst
m/amandla_a_revolution_in_four_part_harmony,Lee Hirsch
m/amarcord,Federico Fellini
m/amateur_2018,Ryan Koo
m/amateur_night_2016,Lisa Addario
m/amazing_grace_2018,
m/amazing_grace_and_chuck,Mike Newell
m/amazing_journey_the_story_of_the_who,Paul Crowder
m/amazing_panda_adventure,Christopher Cain
m/amazing_transparent_man,Edgar G. Ulmer
m/amelia_2009,Stuart Dryburgh
m/amelie,Jean-Pierre Jeunet
m/amen,Costa-Gavras
m/amer,Hélène Cattet
m/america_america,Elia Kazan
m/america_imagine_the_world_without_her_2014,John Sullivan
m/america_the_beautiful_2008,Darryl Roberts
m/american-pastime,Desmond Nakano
m/american-pie-5-the-naked-mile,Joe Nussbaum
m/american-the-bill-hicks-story,Matt Harlock
m/american_animal_2011,Matt D'Elia
m/american_animals,Bart Layton
m/american_assassin_2017,Michael Cuesta
m/american_astronaut,Cory McAbee
m/american_beauty,Sam Mendes
m/american_buffalo,Michael Corrente
m/american_circumcision,Brendon Marotta
m/american_crime,Tommy O'Haver
m/american_dreamer_2019,Derrick Borte
m/american_dreamz,Paul Weitz
m/american_dresser,Carmine Cangialosi
m/american_fable,Anne Hamilton
m/american_factory,Julia Reichert
m/american_flyers,John Badham
m/american_folk,David Heinz
m/american_friend,Wim Wenders
m/american_gangster,Ridley Scott
m/american_gigolo,Paul Schrader
m/american_graffiti,George Lucas
m/american_grindhouse,Elijah Drenner
m/american_gun,Aric Avelino
m/american_hangman,Wilson Coneybeare
m/american_hardcore,Paul Rachman
m/american_haunting,Courtney Solomon
m/american_heart,Martin Bell
m/american_heist,Sarik Andreasyan
m/american_history_x,Tony Kaye
m/american_honey,Andrea Arnold
m/american_hustle,David O. Russell
m/american_in_paris,Vincente Minnelli
m/american_jesus,Aram Garriga
m/american_made_2017,Doug Liman
m/american_mary_2012,Sylvia Soska
m/american_me,Edward James Olmos
m/american_meat,Graham Meriwether
m/american_movie,Chris Smith
m/american_outlaws,Les Mayfield
m/american_pastoral,Ewan McGregor
m/american_pie,Paul Weitz
m/american_pie_2,J.B. Rogers
m/american_pie_presents_band_camp,Steve Rash
m/american_pop,Ralph Bakshi
m/american_president,Rob Reiner
m/american_promise,Joe Brewster
m/american_psycho,Mary Harron
m/american_psycho_2,Morgan J. Freeman
m/american_radical,David Ridgen
m/american_relapse,Pat McGee
m/american_renegades,Steven Quale
m/american_reunion_2012,Jon Hurwitz
